Detailed_ICD9_Code,Detailed_ICD9_Short_Title,Detailed_ICD9_Long_Title,RolledUp_ICD9_Code,RolledUp_ICD9_Short_Title,RolledUp_ICD9_Long_Title
85134,Opn cortx lac-proln coma,"Cortex (cerebral) laceration with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
85135,Opn cortex lac-deep coma,"Cortex (cerebral) laceration with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level",85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
85122,Cortex lacera-brief coma,"Cortex (cerebral) laceration without mention of open intracranial wound, with brief [less than one hour] loss of consciousness",85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
85123,Cortex lacerat-mod coma,"Cortex (cerebral) laceration without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness",85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
85124,Cortex lacerat-prol coma,"Cortex (cerebral) laceration without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
85125,Cortex lacerat-deep coma,"Cortex (cerebral) laceration without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level",85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
85126,Cortex lacerat-coma NOS,"Cortex (cerebral) laceration without mention of open intracranial wound, with loss of consciousness of unspecified duration",85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
85129,Cortex lacerat-concuss,"Cortex (cerebral) laceration without mention of open intracranial wound, with concussion, unspecified",85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
85114,Opn cort contu-prol coma,"Cortex (cerebral) contusion with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
85115,Opn cort contu-deep coma,"Cortex (cerebral) contusion with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level",85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
85116,Opn cort contus-coma NOS,"Cortex (cerebral) contusion with open intracranial wound, with loss of consciousness of unspecified duration",85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
85119,Opn cortx contus-concuss,"Cortex (cerebral) contusion with open intracranial wound, with concussion, unspecified",85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
85120,Cerebral cortex lacerat,"Cortex (cerebral) laceration without mention of open intracranial wound, unspecified state of consciousness",85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
85121,Cortex lacerat w/o coma,"Cortex (cerebral) laceration without mention of open intracranial wound, with no loss of consciousness",85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
85106,Cortex contus-coma NOS,"Cortex (cerebral) contusion without mention of open intracranial wound, with loss of consciousness of unspecified duration",85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
85109,Cortex contus-concus NOS,"Cortex (cerebral) contusion without mention of open intracranial wound, with concussion, unspecified",85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
85110,Cortex contusion/opn wnd,"Cortex (cerebral) contusion with open intracranial wound, unspecified state of consciousness",85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
85111,Opn cortx contus-no coma,"Cortex (cerebral) contusion with open intracranial wound, with no loss of consciousness",85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
85112,Opn cort contus-brf coma,"Cortex (cerebral) contusion with open intracranial wound, with brief [less than one hour] loss of consciousness",85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
85113,Opn cort contus-mod coma,"Cortex (cerebral) contusion with open intracranial wound, with moderate [1-24 hours] loss of consciousness",85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
85252,Extradur hem-brief coma,"Extradural hemorrhage following injury with open intracranial wound, with brief [less than one hour] loss of consciousness",85200,Traum subarachnoid hem,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, unspecified state of consciousness"
85253,Extradural hem-mod coma,"Extradural hemorrhage following injury with open intracranial wound, with moderate [1-24 hours] loss of consciousness",85200,Traum subarachnoid hem,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, unspecified state of consciousness"
85254,Extradur hem-proln coma,"Extradural hemorrhage following injury with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",85200,Traum subarachnoid hem,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, unspecified state of consciousness"
85255,Extradur hem-deep coma,"Extradural hemorrhage following injury with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level",85200,Traum subarachnoid hem,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, unspecified state of consciousness"
85256,Extradural hem-coma NOS,"Extradural hemorrhage following injury with open intracranial wound, with loss of consciousness of unspecified duration",85200,Traum subarachnoid hem,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, unspecified state of consciousness"
85259,Extradural hem-concuss,"Extradural hemorrhage following injury with open intracranial wound, with concussion, unspecified",85200,Traum subarachnoid hem,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, unspecified state of consciousness"
85244,Extradur hem-proln coma,"Extradural hemorrhage following injury without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",85200,Traum subarachnoid hem,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, unspecified state of consciousness"
85245,Extradural hem-deep coma,"Extradural hemorrhage following injury without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level",85200,Traum subarachnoid hem,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, unspecified state of consciousness"
85246,Extradural hem-coma NOS,"Extradural hemorrhage following injury without mention of open intracranial wound, with loss of consciousness of unspecified duration",85200,Traum subarachnoid hem,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, unspecified state of consciousness"
85249,Extadural hem-concuss,"Extradural hemorrhage following injury without mention of open intracranial wound, with concussion, unspecified",85200,Traum subarachnoid hem,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, unspecified state of consciousness"
85250,Extradural hem w opn wnd,"Extradural hemorrhage following injury with open intracranial wound, unspecified state of consciousness",85200,Traum subarachnoid hem,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, unspecified state of consciousness"
85251,Extradural hemor-no coma,"Extradural hemorrhage following injury with open intracranial wound, with no loss of consciousness",85200,Traum subarachnoid hem,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, unspecified state of consciousness"
85236,Opn subdur hem-coma NOS,"Subdural hemorrhage following injury with open intracranial wound, with loss of consciousness of unspecified duration",85200,Traum subarachnoid hem,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, unspecified state of consciousness"
85239,Opn subdur hem-concuss,"Subdural hemorrhage following injury with open intracranial wound, with concussion, unspecified",85200,Traum subarachnoid hem,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, unspecified state of consciousness"
85240,Traumatic extradural hem,"Extradural hemorrhage following injury without mention of open intracranial wound, unspecified state of consciousness",85200,Traum subarachnoid hem,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, unspecified state of consciousness"
85241,Extradural hem w/o coma,"Extradural hemorrhage following injury without mention of open intracranial wound, with no loss of consciousness",85200,Traum subarachnoid hem,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, unspecified state of consciousness"
85242,Extradur hem-brief coma,"Extradural hemorrhage following injury without mention of open intracranial wound, with brief [less than 1 hour] loss of consciousness",85200,Traum subarachnoid hem,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, unspecified state of consciousness"
85243,Extradural hem-mod coma,"Extradural hemorrhage following injury without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness",85200,Traum subarachnoid hem,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, unspecified state of consciousness"
85230,Subdural hem w opn wound,"Subdural hemorrhage following injury with open intracranial wound, unspecified state of consciousness",85200,Traum subarachnoid hem,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, unspecified state of consciousness"
85231,Open subdur hem w/o coma,"Subdural hemorrhage following injury with open intracranial wound, with no loss of consciousness",85200,Traum subarachnoid hem,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, unspecified state of consciousness"
85232,Opn subdur hem-brf coma,"Subdural hemorrhage following injury with open intracranial wound, with brief [less than one hour] loss of consciousness",85200,Traum subarachnoid hem,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, unspecified state of consciousness"
